Id	Code	Province	County	City
33784	37065	TN	Williamson	Franklin
33785	37066	TN	Sumner	Gallatin
33786	37067	TN	Williamson	Franklin
33787	37068	TN	Williamson	Franklin
33788	37069	TN	Williamson	Franklin
33789	37070	TN	Davidson	Goodlettsville
33790	37071	TN	Wilson	Gladeville
33791	37072	TN	Davidson	Goodlettsville
33792	37073	TN	Robertson	Greenbrier
33793	37074	TN	Trousdale	Hartsville
33794	37075	TN	Sumner	Hendersonville
33795	37076	TN	Davidson	Hermitage
33796	37077	TN	Sumner	Hendersonville
33797	37078	TN	Humphreys	Hurricane Mills
33798	37079	TN	Stewart	Indian Mound
33799	37080	TN	Davidson	Joelton
33800	37082	TN	Cheatham	Kingston Springs
33801	37083	TN	Macon	Lafayette
33802	37085	TN	Rutherford	Lascassas
33803	37086	TN	Rutherford	La Vergne
33804	37087	TN	Wilson	Lebanon
33805	37088	TN	Wilson	Lebanon
33806	37089	TN	Rutherford	La Vergne
33807	37090	TN	Wilson	Lebanon
33808	37091	TN	Marshall	Lewisburg
33809	37095	TN	Dekalb	Liberty
33810	37096	TN	Perry	Linden
33811	37097	TN	Perry	Lobelville
33812	37098	TN	Hickman	Lyles
33813	37101	TN	Humphreys	McEwen
33814	37110	TN	Warren	McMinnville
33815	37111	TN	Warren	McMinnville
33816	37115	TN	Davidson	Madison
33817	37116	TN	Davidson	Madison
33818	37118	TN	Rutherford	Milton
33819	37119	TN	Sumner	Mitchellville
33820	37121	TN	Wilson	Mount Juliet
33821	37122	TN	Wilson	Mount Juliet
33822	37127	TN	Rutherford	Murfreesboro
33823	37128	TN	Rutherford	Murfreesboro
33824	37129	TN	Rutherford	Murfreesboro
33825	37130	TN	Rutherford	Murfreesboro
33826	37131	TN	Rutherford	Murfreesboro
33827	37132	TN	Rutherford	Murfreesboro
33828	37133	TN	Rutherford	Murfreesboro
33829	37134	TN	Humphreys	New Johnsonville
33830	37135	TN	Williamson	Nolensville
33831	37136	TN	Wilson	Norene
33832	37137	TN	Hickman	Nunnelly
33833	37138	TN	Davidson	Old Hickory
33834	37140	TN	Hickman	Only
33835	37141	TN	Robertson	Orlinda
33836	37142	TN	Montgomery	Palmyra
33837	37143	TN	Cheatham	Pegram
33838	37144	TN	Lincoln	Petersburg
33839	37145	TN	Smith	Pleasant Shade
33840	37146	TN	Cheatham	Pleasant View
33841	37148	TN	Sumner	Portland
33842	37149	TN	Cannon	Readyville
33843	37150	TN	Macon	Red Boiling Springs
33844	37151	TN	Smith	Riddleton
33845	37152	TN	Robertson	Ridgetop
33846	37153	TN	Rutherford	Rockvale
33847	37160	TN	Bedford	Shelbyville
33848	37161	TN	Bedford	Shelbyville
33849	37162	TN	Bedford	Shelbyville
33850	37165	TN	Dickson	Slayden
33851	37166	TN	Dekalb	Smithville
33852	37167	TN	Rutherford	Smyrna
33853	37171	TN	Montgomery	Southside
33854	37172	TN	Robertson	Springfield
33855	37174	TN	Maury	Spring Hill
33856	37175	TN	Houston	Stewart
33857	37178	TN	Houston	Tennessee Ridge
33858	37179	TN	Williamson	Thompsons Station
33859	37180	TN	Bedford	Unionville
33860	37181	TN	Dickson	Vanleer
33861	37183	TN	Bedford	Wartrace
33862	37184	TN	Wilson	Watertown
33863	37185	TN	Humphreys	Waverly
33864	37186	TN	Sumner	Westmoreland
33865	37187	TN	Dickson	White Bluff
33866	37188	TN	Robertson	White House
33867	37189	TN	Davidson	Whites Creek
33868	37190	TN	Cannon	Woodbury
33869	37191	TN	Montgomery	Woodlawn
33870	37201	TN	Davidson	Nashville
33871	37202	TN	Davidson	Nashville
33872	37203	TN	Davidson	Nashville
33873	37204	TN	Davidson	Nashville
33874	37205	TN	Davidson	Nashville
33875	37206	TN	Davidson	Nashville
33876	37207	TN	Davidson	Nashville
33877	37208	TN	Davidson	Nashville
33878	37209	TN	Davidson	Nashville
33879	37210	TN	Davidson	Nashville
33880	37211	TN	Davidson	Nashville
33881	37212	TN	Davidson	Nashville
33882	37213	TN	Davidson	Nashville
33883	37214	TN	Davidson	Nashville
33884	37215	TN	Davidson	Nashville
33885	37216	TN	Davidson	Nashville
33886	37217	TN	Davidson	Nashville
33887	37218	TN	Davidson	Nashville
33888	37219	TN	Davidson	Nashville
33889	37220	TN	Davidson	Nashville
33890	37221	TN	Davidson	Nashville
33891	37222	TN	Davidson	Nashville
33892	37224	TN	Davidson	Nashville
33893	37227	TN	Davidson	Nashville
33894	37228	TN	Davidson	Nashville
33895	37229	TN	Davidson	Nashville
33896	37230	TN	Davidson	Nashville
33897	37232	TN	Davidson	Nashville
33898	37234	TN	Davidson	Nashville
33899	37235	TN	Davidson	Nashville
33900	37236	TN	Davidson	Nashville
33901	37237	TN	Davidson	Nashville
33902	37238	TN	Davidson	Nashville
33903	37240	TN	Davidson	Nashville
33904	37241	TN	Davidson	Nashville
33905	37242	TN	Davidson	Nashville
33906	37243	TN	Davidson	Nashville
33907	37244	TN	Davidson	Nashville
33908	37245	TN	Davidson	Nashville
33909	37246	TN	Davidson	Nashville
33910	37247	TN	Davidson	Nashville
33911	37248	TN	Davidson	Nashville
33912	37249	TN	Davidson	Nashville
33913	37250	TN	Davidson	Nashville
33914	37301	TN	Grundy	Altamont
33915	37302	TN	Hamilton	Apison
33916	37303	TN	McMinn	Athens
33917	37304	TN	Hamilton	Bakewell
33918	37305	TN	Grundy	Beersheba Springs
33919	37306	TN	Franklin	Belvidere
33920	37307	TN	Polk	Benton
33921	37308	TN	Hamilton	Birchwood
33922	37309	TN	McMinn	Calhoun
33923	37310	TN	Bradley	Charleston
33924	37311	TN	Bradley	Cleveland
33925	37312	TN	Bradley	Cleveland
33926	37313	TN	Grundy	Coalmont
33927	37314	TN	Monroe	Cokercreek
33928	37315	TN	Hamilton	Collegedale
33929	37316	TN	Polk	Conasauga
33930	37317	TN	Polk	Copperhill
33931	37318	TN	Franklin	Cowan
33932	37320	TN	Bradley	Cleveland
33933	37321	TN	Rhea	Dayton
33934	37322	TN	Meigs	Decatur
33935	37323	TN	Bradley	Cleveland
33936	37324	TN	Franklin	Decherd
33937	37325	TN	Polk	Delano
33938	37326	TN	Polk	Ducktown
33939	37327	TN	Sequatchie	Dunlap
33940	37328	TN	Lincoln	Elora
33941	37329	TN	McMinn	Englewood
33942	37330	TN	Franklin	Estill Springs
33943	37331	TN	McMinn	Etowah
33944	37332	TN	Rhea	Evensville
33945	37333	TN	Polk	Farner
33946	37334	TN	Lincoln	Fayetteville
33947	37335	TN	Lincoln	Flintville
33948	37336	TN	Meigs	Georgetown
33949	37337	TN	Rhea	Grandview
33950	37338	TN	Rhea	Graysville
33951	37339	TN	Grundy	Gruetli Laager
33952	37340	TN	Marion	Guild
33953	37341	TN	Hamilton	Harrison
33954	37342	TN	Coffee	Hillsboro
33955	37343	TN	Hamilton	Hixson
33956	37345	TN	Franklin	Huntland
33957	37347	TN	Marion	Jasper
33958	37348	TN	Lincoln	Kelso
33959	37349	TN	Coffee	Manchester
33960	37350	TN	Hamilton	Lookout Mountain
33961	37351	TN	Hamilton	Lupton City
33962	37352	TN	Moore	Lynchburg
33963	37353	TN	Bradley	McDonald
33964	37354	TN	Monroe	Madisonville
33965	37355	TN	Coffee	Manchester
33966	37356	TN	Grundy	Monteagle
33967	37357	TN	Warren	Morrison
33968	37359	TN	Lincoln	Mulberry
33969	37360	TN	Bedford	Normandy
33970	37361	TN	Polk	Ocoee
33971	37362	TN	Polk	Oldfort
33972	37363	TN	Hamilton	Ooltewah
33973	37364	TN	Bradley	Cleveland
33974	37365	TN	Grundy	Palmer
33975	37366	TN	Grundy	Pelham
33976	37367	TN	Bledsoe	Pikeville
33977	37369	TN	Polk	Reliance
33978	37370	TN	McMinn	Riceville
33979	37371	TN	McMinn	Athens
33980	37373	TN	Hamilton	Sale Creek
33981	37374	TN	Marion	Sequatchie
33982	37375	TN	Franklin	Sewanee
33983	37376	TN	Franklin	Sherwood
33984	37377	TN	Hamilton	Signal Mountain
33985	37378	TN	Warren	Smartt
33986	37379	TN	Hamilton	Soddy Daisy
33987	37380	TN	Marion	South Pittsburg
33988	37381	TN	Rhea	Spring City
33989	37382	TN	Coffee	Summitville
33990	37383	TN	Franklin	Sewanee
33991	37384	TN	Hamilton	Soddy Daisy
33992	37385	TN	Monroe	Tellico Plains
33993	37387	TN	Grundy	Tracy City
33994	37388	TN	Coffee	Tullahoma
33995	37389	TN	Coffee	Arnold A F B
33996	37391	TN	Polk	Turtletown
33997	37394	TN	Warren	Viola
33998	37396	TN	Marion	Whiteside
33999	37397	TN	Sequatchie	Whitwell
34000	37398	TN	Franklin	Winchester
34001	37401	TN	Hamilton	Chattanooga
34002	37402	TN	Hamilton	Chattanooga
34003	37403	TN	Hamilton	Chattanooga
34004	37404	TN	Hamilton	Chattanooga
34005	37405	TN	Hamilton	Chattanooga
34006	37406	TN	Hamilton	Chattanooga
34007	37407	TN	Hamilton	Chattanooga
34008	37408	TN	Hamilton	Chattanooga
34009	37409	TN	Hamilton	Chattanooga
34010	37410	TN	Hamilton	Chattanooga
34011	37411	TN	Hamilton	Chattanooga
34012	37412	TN	Hamilton	Chattanooga
34013	37414	TN	Hamilton	Chattanooga
34014	37415	TN	Hamilton	Chattanooga
34015	37416	TN	Hamilton	Chattanooga
34016	37419	TN	Hamilton	Chattanooga
34017	37421	TN	Hamilton	Chattanooga
34018	37422	TN	Hamilton	Chattanooga
34019	37424	TN	Hamilton	Chattanooga
34020	37450	TN	Hamilton	Chattanooga
34021	37501	TN	Shelby	Memphis
34022	37544	TN	Shelby	Memphis
34023	37601	TN	Washington	Johnson City
34024	37602	TN	Washington	Johnson City
34025	37604	TN	Washington	Johnson City
34026	37605	TN	Washington	Johnson City
34027	37614	TN	Washington	Johnson City
34028	37615	TN	Washington	Johnson City
34029	37616	TN	Greene	Afton
34030	37617	TN	Sullivan	Blountville
34031	37618	TN	Sullivan	Bluff City
34032	37620	TN	Sullivan	Bristol
34033	37621	TN	Sullivan	Bristol
34034	37625	TN	Sullivan	Bristol
34035	37640	TN	Johnson	Butler
34036	37641	TN	Greene	Chuckey
34037	37642	TN	Hawkins	Church Hill
34038	37643	TN	Carter	Elizabethton
34039	37644	TN	Carter	Elizabethton
34040	37645	TN	Hawkins	Mount Carmel
34041	37650	TN	Unicoi	Erwin
34042	37656	TN	Washington	Fall Branch
34043	37657	TN	Unicoi	Flag Pond
34044	37658	TN	Carter	Hampton
34045	37659	TN	Washington	Jonesborough
34046	37660	TN	Sullivan	Kingsport
34047	37662	TN	Sullivan	Kingsport
34048	37663	TN	Sullivan	Kingsport
34049	37664	TN	Sullivan	Kingsport
34050	37665	TN	Sullivan	Kingsport
34051	37669	TN	Sullivan	Kingsport
34052	37680	TN	Johnson	Laurel Bloomery
34053	37681	TN	Washington	Limestone
34054	37682	TN	Carter	Milligan College
34055	37683	TN	Johnson	Mountain City
34056	37684	TN	Washington	Mountain Home
34057	37686	TN	Sullivan	Piney Flats
34058	37687	TN	Carter	Roan Mountain
34059	37688	TN	Johnson	Shady Valley
34060	37690	TN	Washington	Telford
34061	37691	TN	Johnson	Trade
34062	37692	TN	Unicoi	Unicoi
34063	37694	TN	Carter	Watauga
34064	37699	TN	Sullivan	Piney Flats
34065	37701	TN	Blount	Alcoa
34066	37705	TN	Anderson	Andersonville
34067	37707	TN	Claiborne	Arthur
34068	37708	TN	Grainger	Bean Station
34069	37709	TN	Grainger	Blaine
34070	37710	TN	Anderson	Briceville
34071	37711	TN	Hawkins	Bulls Gap
34072	37713	TN	Cocke	Bybee
34073	37714	TN	Campbell	Caryville
34074	37715	TN	Claiborne	Clairfield
34075	37716	TN	Anderson	Clinton
34076	37717	TN	Anderson	Clinton
34077	37719	TN	Morgan	Coalfield
34078	37721	TN	Knox	Corryton
34079	37722	TN	Cocke	Cosby
34080	37723	TN	Cumberland	Crab Orchard
34081	37724	TN	Claiborne	Cumberland Gap
34082	37725	TN	Jefferson	Dandridge
34083	37726	TN	Morgan	Deer Lodge
34084	37727	TN	Cocke	Del Rio
34085	37729	TN	Campbell	Duff
34086	37730	TN	Claiborne	Eagan
34087	37731	TN	Hawkins	Eidson
34088	37732	TN	Scott	Elgin
34089	37733	TN	Morgan	Rugby
34090	37737	TN	Blount	Friendsville
34091	37738	TN	Sevier	Gatlinburg
34092	37742	TN	Loudon	Greenback
34093	37743	TN	Greene	Greeneville
34094	37744	TN	Greene	Greeneville
34095	37745	TN	Greene	Greeneville
34096	37748	TN	Roane	Harriman
34097	37752	TN	Claiborne	Harrogate
34098	37753	TN	Cocke	Hartford
34099	37754	TN	Knox	Heiskell
34100	37755	TN	Scott	Helenwood
34101	37756	TN	Scott	Huntsville
34102	37757	TN	Campbell	Jacksboro
34103	37760	TN	Jefferson	Jefferson City
34104	37762	TN	Campbell	Jellico
34105	37763	TN	Roane	Kingston
34106	37764	TN	Sevier	Kodak
34107	37765	TN	Hancock	Kyles Ford
34108	37766	TN	Campbell	La Follette
34109	37769	TN	Anderson	Lake City
34110	37770	TN	Morgan	Lancing
34111	37771	TN	Loudon	Lenoir City
34112	37772	TN	Loudon	Lenoir City
34113	37773	TN	Claiborne	Lone Mountain
34114	37774	TN	Loudon	Loudon
34115	37777	TN	Blount	Louisville
34116	37778	TN	Hamblen	Lowland
34117	37779	TN	Union	Luttrell
34118	37801	TN	Blount	Maryville
34119	37802	TN	Blount	Maryville
34120	37803	TN	Blount	Maryville
34121	37804	TN	Blount	Maryville
34122	37806	TN	Knox	Mascot
34123	37807	TN	Union	Maynardville
34124	37809	TN	Greene	Midway
34125	37810	TN	Greene	Mohawk
34126	37811	TN	Hawkins	Mooresburg
34127	37813	TN	Hamblen	Morristown
34128	37814	TN	Hamblen	Morristown
34129	37815	TN	Hamblen	Morristown
34130	37816	TN	Hamblen	Morristown
34131	37818	TN	Greene	Mosheim
34132	37819	TN	Campbell	Newcomb
34133	37820	TN	Jefferson	New Market
34134	37821	TN	Cocke	Newport
34135	37822	TN	Cocke	Newport
34136	37824	TN	Claiborne	New Tazewell
34137	37825	TN	Claiborne	New Tazewell
34138	37826	TN	McMinn	Niota
34139	37828	TN	Anderson	Norris
34140	37829	TN	Morgan	Oakdale
34141	37830	TN	Anderson	Oak Ridge
34142	37831	TN	Anderson	Oak Ridge
34143	37840	TN	Roane	Oliver Springs
34144	37841	TN	Scott	Oneida
34145	37843	TN	Cocke	Parrottsville
34146	37845	TN	Morgan	Petros
34147	37846	TN	Loudon	Philadelphia
34148	37847	TN	Campbell	Pioneer
34149	37848	TN	Grainger	Powder Springs
34150	37849	TN	Knox	Powell
34151	37851	TN	Claiborne	Pruden
34152	37852	TN	Scott	Robbins
34153	37853	TN	Blount	Rockford
34154	37854	TN	Roane	Rockwood
34155	37857	TN	Hawkins	Rogersville
34156	37860	TN	Hamblen	Russellville
34157	37861	TN	Grainger	Rutledge
34158	37862	TN	Sevier	Sevierville
34159	37863	TN	Sevier	Pigeon Forge
34160	37864	TN	Sevier	Sevierville
34161	37865	TN	Sevier	Seymour
34162	37866	TN	Union	Sharps Chapel
34163	37867	TN	Claiborne	Shawanee
34164	37868	TN	Sevier	Pigeon Forge
34165	37869	TN	Hancock	Sneedville
34166	37870	TN	Claiborne	Speedwell
34167	37871	TN	Jefferson	Strawberry Plains
34168	37872	TN	Morgan	Sunbright
34169	37873	TN	Hawkins	Surgoinsville
34170	37874	TN	Monroe	Sweetwater
34171	37876	TN	Sevier	Sevierville
34172	37877	TN	Hamblen	Talbott
34173	37878	TN	Blount	Tallassee
34174	37879	TN	Claiborne	Tazewell
34175	37880	TN	Meigs	Ten Mile
34176	37881	TN	Grainger	Thorn Hill
34177	37882	TN	Blount	Townsend
34178	37885	TN	Monroe	Vonore
34179	37886	TN	Blount	Walland
34180	37887	TN	Morgan	Wartburg
34181	37888	TN	Grainger	Washburn
34182	37890	TN	Jefferson	White Pine
34183	37891	TN	Hamblen	Whitesburg
34184	37892	TN	Scott	Winfield
34185	37901	TN	Knox	Knoxville
34186	37902	TN	Knox	Knoxville
34187	37909	TN	Knox	Knoxville
34188	37912	TN	Knox	Knoxville
34189	37914	TN	Knox	Knoxville
34190	37915	TN	Knox	Knoxville
34191	37916	TN	Knox	Knoxville
34192	37917	TN	Knox	Knoxville
34193	37918	TN	Knox	Knoxville
34194	37919	TN	Knox	Knoxville
34195	37920	TN	Knox	Knoxville
34196	37921	TN	Knox	Knoxville
34197	37922	TN	Knox	Knoxville
34198	37923	TN	Knox	Knoxville
34199	37924	TN	Knox	Knoxville
34200	37927	TN	Knox	Knoxville
34201	37928	TN	Knox	Knoxville
34202	37929	TN	Knox	Knoxville
34203	37930	TN	Knox	Knoxville
34204	37931	TN	Knox	Knoxville
34205	37932	TN	Knox	Knoxville
34206	37933	TN	Knox	Knoxville
34207	37934	TN	Knox	Knoxville
34208	37938	TN	Knox	Knoxville
34209	37939	TN	Knox	Knoxville
34210	37940	TN	Knox	Knoxville
34211	37950	TN	Knox	Knoxville
34212	37990	TN	Knox	Knoxville
34213	37995	TN	Knox	Knoxville
34214	37996	TN	Knox	Knoxville
34215	37997	TN	Knox	Knoxville
34216	37998	TN	Knox	Knoxville
34217	38001	TN	Crockett	Alamo
34218	38002	TN	Shelby	Arlington
34219	38004	TN	Tipton	Atoka
34220	38006	TN	Crockett	Bells
34221	38007	TN	Dyer	Bogota
34222	38008	TN	Hardeman	Bolivar
34223	38010	TN	Fayette	Braden
34224	38011	TN	Tipton	Brighton
34225	38012	TN	Haywood	Brownsville
34226	38014	TN	Shelby	Brunswick
34227	38015	TN	Tipton	Burlison
34228	38016	TN	Shelby	Cordova
34229	38017	TN	Shelby	Collierville
34230	38018	TN	Shelby	Cordova
34231	38019	TN	Tipton	Covington
34232	38021	TN	Crockett	Crockett Mills
34233	38023	TN	Tipton	Drummonds
34234	38024	TN	Dyer	Dyersburg
34235	38025	TN	Dyer	Dyersburg
34236	38027	TN	Shelby	Collierville
34237	38028	TN	Shelby	Eads
34238	38029	TN	Shelby	Ellendale
34239	38030	TN	Dyer	Finley
34240	38034	TN	Crockett	Friendship
34241	38036	TN	Fayette	Gallaway
34242	38037	TN	Lauderdale	Gates
34243	38039	TN	Hardeman	Grand Junction
34244	38040	TN	Lauderdale	Halls
34245	38041	TN	Lauderdale	Henning
34246	38042	TN	Hardeman	Hickory Valley
34247	38044	TN	Hardeman	Hornsby
34248	38045	TN	Fayette	Laconia
34249	38046	TN	Fayette	La Grange
34250	38047	TN	Dyer	Lenox
34251	38048	TN	Fayette	Macon
34252	38049	TN	Tipton	Mason
34253	38050	TN	Crockett	Maury City
34254	38052	TN	Hardeman	Middleton
34255	38053	TN	Shelby	Millington
34256	38054	TN	Shelby	Millington
34257	38055	TN	Shelby	Millington
34258	38057	TN	Fayette	Moscow
34259	38058	TN	Tipton	Munford
34260	38059	TN	Dyer	Newbern
34261	38060	TN	Fayette	Oakland
34262	38061	TN	Hardeman	Pocahontas
34263	38063	TN	Lauderdale	Ripley
34264	38066	TN	Fayette	Rossville
34265	38067	TN	Hardeman	Saulsbury
34266	38068	TN	Fayette	Somerville
34267	38069	TN	Haywood	Stanton
34268	38070	TN	Dyer	Tigrett
34269	38071	TN	Tipton	Tipton
34270	38075	TN	Hardeman	Whiteville
34271	38076	TN	Fayette	Williston
34272	38077	TN	Lake	Wynnburg
34273	38079	TN	Lake	Tiptonville
34274	38080	TN	Lake	Ridgely
34275	38083	TN	Shelby	Millington
34276	38088	TN	Shelby	Cordova
34277	38101	TN	Shelby	Memphis
34278	38103	TN	Shelby	Memphis
34279	38104	TN	Shelby	Memphis
34280	38105	TN	Shelby	Memphis
34281	38106	TN	Shelby	Memphis
34282	38107	TN	Shelby	Memphis
34283	38108	TN	Shelby	Memphis
34284	38109	TN	Shelby	Memphis
34285	38110	TN	Shelby	Memphis
34286	38111	TN	Shelby	Memphis
34287	38112	TN	Shelby	Memphis
34288	38113	TN	Shelby	Memphis
34289	38114	TN	Shelby	Memphis
34290	38115	TN	Shelby	Memphis
34291	38116	TN	Shelby	Memphis
34292	38117	TN	Shelby	Memphis
34293	38118	TN	Shelby	Memphis
34294	38119	TN	Shelby	Memphis
34295	38120	TN	Shelby	Memphis
34296	38122	TN	Shelby	Memphis
34297	38124	TN	Shelby	Memphis
34298	38125	TN	Shelby	Memphis
34299	38126	TN	Shelby	Memphis
34300	38127	TN	Shelby	Memphis
34301	38128	TN	Shelby	Memphis
34302	38130	TN	Shelby	Memphis
34303	38131	TN	Shelby	Memphis
34304	38132	TN	Shelby	Memphis
34305	38133	TN	Shelby	Memphis
34306	38134	TN	Shelby	Memphis
34307	38135	TN	Shelby	Memphis
34308	38136	TN	Shelby	Memphis
34309	38137	TN	Shelby	Memphis
34310	38138	TN	Shelby	Germantown
34311	38139	TN	Shelby	Germantown
34312	38141	TN	Shelby	Memphis
34313	38142	TN	Shelby	Memphis
34314	38145	TN	Shelby	Memphis
34315	38147	TN	Shelby	Memphis
34316	38148	TN	Shelby	Memphis
34317	38150	TN	Shelby	Memphis
34318	38151	TN	Shelby	Memphis
34319	38152	TN	Shelby	Memphis
34320	38157	TN	Shelby	Memphis
34321	38159	TN	Shelby	Memphis
34322	38161	TN	Shelby	Memphis
34323	38163	TN	Shelby	Memphis
34324	38165	TN	Shelby	Memphis
34325	38166	TN	Shelby	Memphis
34326	38167	TN	Shelby	Memphis
34327	38168	TN	Shelby	Memphis
34328	38173	TN	Shelby	Memphis
34329	38174	TN	Shelby	Memphis
34330	38175	TN	Shelby	Memphis
34331	38177	TN	Shelby	Memphis
34332	38181	TN	Shelby	Memphis
34333	38182	TN	Shelby	Memphis
34334	38183	TN	Shelby	Germantown
34335	38184	TN	Shelby	Memphis
34336	38186	TN	Shelby	Memphis
34337	38187	TN	Shelby	Memphis
34338	38188	TN	Shelby	Memphis
34339	38190	TN	Shelby	Memphis
34340	38193	TN	Shelby	Memphis
34341	38194	TN	Shelby	Memphis
34342	38197	TN	Shelby	Memphis
34343	38201	TN	Carroll	McKenzie
34344	38220	TN	Carroll	Atwood
34345	38221	TN	Benton	Big Sandy
34346	38222	TN	Henry	Buchanan
34347	38223	TN	Henry	Como
34348	38224	TN	Henry	Cottage Grove
34349	38225	TN	Weakley	Dresden
34350	38226	TN	Weakley	Dukedom
34351	38229	TN	Weakley	Gleason
34352	38230	TN	Weakley	Greenfield
34353	38231	TN	Henry	Henry
34354	38232	TN	Obion	Hornbeak
34355	38233	TN	Gibson	Kenton
34356	38235	TN	Carroll	McLemoresville
34357	38236	TN	Henry	Mansfield
34358	38237	TN	Weakley	Martin
34359	38238	TN	Weakley	Martin
34360	38240	TN	Obion	Obion
34361	38241	TN	Weakley	Palmersville
34362	38242	TN	Henry	Paris
34363	38251	TN	Henry	Puryear
34364	38253	TN	Obion	Rives
34365	38254	TN	Obion	Samburg
34366	38255	TN	Weakley	Sharon
34367	38256	TN	Henry	Springville
34368	38257	TN	Obion	South Fulton
34369	38258	TN	Carroll	Trezevant
34370	38259	TN	Dyer	Trimble
34371	38260	TN	Obion	Troy
34372	38261	TN	Obion	Union City
34373	38271	TN	Obion	Woodland Mills
34374	38281	TN	Obion	Union City
34375	38301	TN	Madison	Jackson
34376	38302	TN	Madison	Jackson
34377	38303	TN	Madison	Jackson
34378	38305	TN	Madison	Jackson
34379	38308	TN	Madison	Jackson
34380	38310	TN	McNairy	Adamsville
34381	38311	TN	Decatur	Bath Springs
34382	38313	TN	Madison	Beech Bluff
34383	38314	TN	Madison	Jackson
34384	38315	TN	McNairy	Bethel Springs
34385	38316	TN	Gibson	Bradford
34386	38317	TN	Carroll	Bruceton
34387	38318	TN	Carroll	Buena Vista
34388	38320	TN	Benton	Camden
34389	38321	TN	Carroll	Cedar Grove
34390	38324	TN	Carroll	Clarksburg
34391	38326	TN	Hardin	Counce
34392	38327	TN	Hardin	Crump
34393	38328	TN	Henderson	Darden
34394	38329	TN	Decatur	Decaturville
34395	38330	TN	Gibson	Dyer
34396	38331	TN	Gibson	Eaton
34397	38332	TN	Chester	Enville
34398	38333	TN	Benton	Eva
34399	38334	TN	McNairy	Finger
34400	38336	TN	Crockett	Fruitvale
34401	38337	TN	Crockett	Gadsden
34402	38338	TN	Gibson	Gibson
34403	38339	TN	McNairy	Guys
34404	38340	TN	Chester	Henderson
34405	38341	TN	Benton	Holladay
34406	38342	TN	Carroll	Hollow Rock
34407	38343	TN	Gibson	Humboldt
34408	38344	TN	Carroll	Huntingdon
34409	38345	TN	Henderson	Huron
34410	38346	TN	Gibson	Idlewild
34411	38347	TN	Chester	Jacks Creek
34412	38348	TN	Carroll	Lavinia
34413	38351	TN	Henderson	Lexington
34414	38352	TN	Chester	Luray
34415	38355	TN	Gibson	Medina
34416	38356	TN	Madison	Medon
34417	38357	TN	McNairy	Michie
34418	38358	TN	Gibson	Milan
34419	38359	TN	McNairy	Milledgeville
34420	38361	TN	Hardin	Morris Chapel
34421	38362	TN	Madison	Oakfield
34422	38363	TN	Decatur	Parsons
34423	38365	TN	Hardin	Pickwick Dam
34424	38366	TN	Madison	Pinson
34425	38367	TN	McNairy	Ramer
34426	38368	TN	Henderson	Reagan
34427	38369	TN	Gibson	Rutherford
34428	38370	TN	Hardin	Saltillo
34429	38371	TN	Henderson	Sardis
34430	38372	TN	Hardin	Savannah
34431	38374	TN	Decatur	Scotts Hill
34432	38375	TN	McNairy	Selmer
34433	38376	TN	Hardin	Shiloh
34434	38377	TN	Hardeman	Silerton
34435	38378	TN	Madison	Spring Creek
34436	38379	TN	McNairy	Stantonville
34437	38380	TN	Decatur	Sugar Tree
34438	38381	TN	Hardeman	Toone
34439	38382	TN	Gibson	Trenton
34440	38387	TN	Carroll	Westport
34441	38388	TN	Henderson	Wildersville
34442	38389	TN	Gibson	Yorkville
34443	38390	TN	Carroll	Yuma
34444	38391	TN	Madison	Denmark
34445	38392	TN	Madison	Mercer
34446	38393	TN	McNairy	Chewalla
34447	38401	TN	Maury	Columbia
34448	38402	TN	Maury	Columbia
34449	38425	TN	Wayne	Clifton
34450	38449	TN	Giles	Ardmore
34451	38450	TN	Wayne	Collinwood
34452	38451	TN	Maury	Culleoka
34453	38452	TN	Wayne	Cypress Inn
34454	38453	TN	Lincoln	Dellrose
34455	38454	TN	Hickman	Duck River
34456	38455	TN	Giles	Elkton
34457	38456	TN	Lawrence	Ethridge
34458	38457	TN	Lawrence	Five Points
34459	38459	TN	Lincoln	Frankewing
34460	38460	TN	Giles	Goodspring
34461	38461	TN	Maury	Hampshire
34462	38462	TN	Lewis	Hohenwald
34463	38463	TN	Lawrence	Iron City
34464	38464	TN	Lawrence	Lawrenceburg
34465	38468	TN	Lawrence	Leoma
34466	38469	TN	Lawrence	Loretto
34467	38471	TN	Wayne	Lutts
34468	38472	TN	Giles	Lynnville
34469	38473	TN	Giles	Minor Hill
34470	38474	TN	Maury	Mount Pleasant
34471	38475	TN	Hardin	Olivehill
34472	38476	TN	Williamson	Primm Springs
34473	38477	TN	Giles	Prospect
34474	38478	TN	Giles	Pulaski
34475	38481	TN	Lawrence	Saint Joseph
34476	38482	TN	Maury	Santa Fe
34477	38483	TN	Lawrence	Summertown
34478	38485	TN	Wayne	Waynesboro
34479	38486	TN	Lawrence	Westpoint
34480	38487	TN	Maury	Williamsport
34481	38488	TN	Lincoln	Taft
34482	38501	TN	Putnam	Cookeville
34483	38502	TN	Putnam	Cookeville
34484	38503	TN	Putnam	Cookeville
34485	38504	TN	Fentress	Allardt
34486	38505	TN	Putnam	Cookeville
34487	38506	TN	Putnam	Cookeville
34488	38541	TN	Overton	Allons
34489	38542	TN	Overton	Allred
34490	38543	TN	Overton	Alpine
34491	38544	TN	Putnam	Baxter
34492	38545	TN	Putnam	Bloomington Springs
34493	38547	TN	Smith	Brush Creek
